"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
15,3,3,0,0
16,6,6,9,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
28,9,9,27,19
7,3,3,0,0
0,0,0,0,0
6,3,3,0,0
2,1,0,0,0
15,3,3,0,0
14,3,3,0,0
14,3,3,0,0
14,3,3,0,0
18,6,6,0,0
16,4,3,0,0
16,4,3,0,0
0,0,0,0,0
6,3,3,0,0
3,0,0,0,0
8,4,3,0,0
7,3,3,0,0
7,3,3,0,0
2,1,0,0,0
2,1,0,0,0
8,4,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
4,1,0,0,0
4,1,0,0,0
3,0,0,0,0
53,14,12,54,76
41,8,3,0,0
53,14,12,54,76
58,18,18,63,76
53,14,12,54,76
48,12,12,54,76
53,14,12,54,76
48,12,12,54,76
41,8,3,0,0
53,14,12,54,76
48,12,12,54,76
53,14,12,54,76
0,0,0,0,0
7,2,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
0,0,0,0,0
7,3,3,0,0
8,3,3,0,0
9,3,3,0,0
9,3,3,0,0
9,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
2,0,0,0,0
6,2,0,0,0
8,4,3,0,0
59,17,15,36,19
53,14,6,9,0
52,13,9,27,19
52,13,6,9,0
51,12,9,27,19
34,5,0,0,0
0,0,0,0,0
0,0,0,0,0
27,9,6,9,0
27,9,6,9,0
27,9,6,9,0
27,9,6,9,0
27,9,6,9,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
28,9,9,27,19
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
41,8,3,0,0
52,14,9,9,0
51,14,9,27,19
35,7,3,0,0
35,7,3,0,0
45,11,3,0,0
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
2,1,0,0,0
2,1,0,0,0
9,4,3,0,0
8,4,3,0,0
6,2,0,0,0
8,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
34,5,3,0,0
2,1,0,0,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
10,3,3,0,0
9,3,3,0,0
9,3,3,0,0
9,3,3,0,0
9,3,3,0,0
10,3,3,0,0
9,0,0,0,0
1,0,0,0,0
1,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
23,9,9,9,0
21,7,6,9,0
19,7,6,9,0
1,0,0,0,0
142,26,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
137,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
132,24,24,252,1064
0,0,0,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
0,0,0,0,0
17,5,3,0,0
17,5,3,0,0
13,5,3,0,0
14,6,6,0,0
13,5,3,0,0
0,0,0,0,0
0,0,0,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
36,8,6,9,0
38,9,6,9,0
31,4,0,0,0
24,7,6,9,0
21,5,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,2,0,0,0
8,4,3,0,0
8,4,3,0,0
7,3,3,0,0
27,9,9,27,19
31,9,9,27,19
27,9,9,27,19
31,9,9,27,19
27,9,9,27,19
31,9,9,27,19
31,9,9,27,19
27,9,9,27,19
31,9,9,27,19
10,2,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
11,3,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
8,3,0,0,0
10,5,3,0,0
10,5,3,0,0
8,3,3,0,0
2,1,0,0,0
2,1,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
1,0,0,0,0
20,4,0,0,0
30,9,9,27,19
31,10,9,27,19
29,10,9,27,19
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
14,4,3,0,0
14,4,3,0,0
15,5,3,0,0
12,2,0,0,0
12,2,0,0,0
15,5,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
42,10,9,27,19
38,8,6,9,0
17,6,6,9,0
32,7,6,9,0
19,7,6,9,0
30,6,6,9,0
17,6,6,9,0
32,7,6,9,0
0,0,0,0,0
32,7,6,9,0
19,7,6,9,0
34,9,9,9,0
29,5,3,0,0
16,5,3,0,0
13,4,0,0,0
9,2,0,0,0
16,7,6,0,0
14,5,3,0,0
14,5,3,0,0
13,4,3,0,0
13,4,3,0,0
11,4,3,0,0
11,4,3,0,0
0,0,0,0,0
0,0,0,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
12,5,3,0,0
11,4,3,0,0
12,5,3,0,0
11,4,3,0,0
14,7,6,0,0
10,3,0,0,0
2,1,0,0,0
32,7,6,9,0
29,5,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8,4,3,0,0
8,4,3,0,0
6,2,0,0,0
7,3,3,0,0
14,6,6,0,0
14,5,3,0,0
14,5,3,0,0
15,6,6,0,0
15,6,6,0,0
15,6,3,0,0
6,0,0,0,0
2,1,0,0,0
2,1,0,0,0
8,4,3,0,0
7,3,3,0,0
7,3,3,0,0
8,4,3,0,0
6,2,0,0,0
24,9,9,18,0
21,7,6,9,0
24,9,9,18,0
21,7,6,9,0
24,9,9,18,0
21,7,6,9,0
6,3,3,0,0
8,4,3,0,0
6,0,0,0,0
6,2,0,0,0
8,4,3,0,0
8,4,3,0,0
7,3,3,0,0
3,0,0,0,0
2,0,0,0,0
7,3,3,0,0
2,0,0,0,0
31,9,9,27,19
17,3,3,0,0
17,3,3,0,0
17,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
18,6,6,9,0
18,6,6,9,0
18,6,6,9,0
0,0,0,0,0
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
15,6,6,9,0
8,3,3,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
11,4,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
12,6,6,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
0,0,0,0,0
38,10,6,9,0
42,11,0,0,0
38,10,6,9,0
38,10,6,9,0
32,7,3,0,0
32,7,3,0,0
35,8,6,9,0
31,9,9,18,0
31,9,9,18,0
35,8,6,9,0
35,8,6,9,0
31,9,9,18,0
19,3,3,0,0
16,6,6,9,0
5,1,0,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
5,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
10,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
1,0,0,0,0
1,0,0,0,0
8,3,3,0,0
7,3,3,0,0
9,4,3,0,0
1,0,0,0,0
1,0,0,0,0
33,10,9,27,19
33,10,9,27,19
33,10,9,27,19
30,9,9,27,19
33,10,9,27,19
33,10,9,27,19
30,9,9,27,19
33,10,9,27,19
30,9,9,27,19
30,9,9,27,19
29,8,6,9,0
29,8,6,9,0
29,8,6,9,0
36,12,12,36,19
36,12,12,36,19
33,10,9,27,19
36,12,12,36,19
33,10,9,27,19
33,10,9,27,19
29,8,6,9,0
29,8,6,9,0
29,8,6,9,0
36,12,12,36,19
33,10,9,27,19
33,10,9,27,19
33,10,9,27,19
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
7,3,3,0,0
10,4,3,0,0
12,6,6,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
13,3,3,0,0
7,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
11,4,3,0,0
3,1,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
66,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
66,15,15,90,190
66,15,15,90,190
66,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
11,4,3,0,0
11,4,3,0,0
11,4,3,0,0
3,0,0,0,0
6,3,3,0,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
6,3,0,0,0
6,3,0,0,0
6,3,0,0,0
14,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
9,4,3,0,0
0,0,0,0,0
11,0,0,0,0
22,7,6,0,0
20,5,3,0,0
19,5,3,0,0
19,5,3,0,0
21,7,6,0,0
20,6,3,0,0
17,4,3,0,0
18,3,3,0,0
21,5,3,0,0
14,2,0,0,0
18,3,3,0,0
2,1,0,0,0
2,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,2,0,0,0
8,4,3,0,0
8,4,3,0,0
7,3,3,0,0
6,3,3,0,0
25,7,3,0,0
24,7,3,0,0
22,7,6,0,0
27,8,6,9,0
29,10,9,9,0
28,9,6,9,0
26,7,3,0,0
28,8,6,9,0
27,8,6,9,0
29,10,6,9,0
27,9,6,0,0
26,8,3,0,0
6,1,0,0,0
2,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
53,12,12,54,76
54,14,12,54,76
50,12,12,54,76
50,12,12,54,76
46,12,12,54,76
47,12,12,54,76
15,0,0,0,0
0,0,0,0,0
19,6,6,9,0
19,6,6,9,0
15,6,6,9,0
3,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
36,3,3,0,0
7,3,3,0,0
35,3,3,0,0
3,1,0,0,0
4,1,0,0,0
3,1,0,0,0
16,6,3,0,0
15,5,3,0,0
15,5,3,0,0
14,5,3,0,0
19,9,9,0,0
21,6,6,9,0
21,6,6,9,0
20,6,6,9,0
0,0,0,0,0
0,0,0,0,0
16,6,6,9,0
7,0,0,0,0
2,1,0,0,0
2,1,0,0,0
6,2,0,0,0
16,6,3,0,0
3,0,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
3,0,0,0,0
13,5,3,0,0
10,3,3,0,0
9,3,3,0,0
12,5,3,0,0
12,5,3,0,0
12,5,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
16,6,6,9,0
15,6,6,9,0
16,6,6,9,0
3,0,0,0,0
22,1,0,0,0
22,1,0,0,0
34,6,0,0,0
45,14,12,27,19
34,6,0,0,0
43,12,9,27,19
45,13,9,27,19
45,13,9,27,19
36,8,3,0,0
41,10,9,27,19
43,11,9,27,19
43,11,9,27,19
34,6,3,0,0
25,3,3,0,0
21,0,0,0,0
41,10,9,27,19
41,10,9,27,19
34,6,3,0,0
43,12,12,27,19
34,6,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
12,6,6,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
0,0,0,0,0
15,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
9,3,3,0,0
9,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
16,6,6,9,0
0,0,0,0,0
0,0,0,0,0
8,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
27,8,6,9,0
28,8,6,9,0
27,8,6,9,0
0,0,0,0,0
0,0,0,0,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
44,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
42,12,12,54,76
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
12,5,3,0,0
9,3,3,0,0
12,5,3,0,0
12,5,3,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
87,13,9,27,19
89,15,9,27,19
87,13,9,27,19
16,3,3,0,0
16,3,3,0,0
72,11,9,27,19
70,13,9,27,19
72,11,9,27,19
16,3,3,0,0
89,14,6,9,0
74,12,6,9,0
94,17,15,90,190
103,20,18,117,247
105,21,15,63,76
103,20,18,117,247
99,19,18,117,247
77,16,15,90,190
77,16,15,90,190
73,16,15,90,190
88,16,12,54,76
86,19,18,117,247
82,18,18,117,247
88,16,12,54,76
84,15,12,54,76
82,18,18,117,247
75,13,9,27,19
92,19,15,45,19
70,11,9,27,19
60,11,9,27,19
38,9,9,27,19
55,11,9,27,19
4,2,0,0,0
4,2,0,0,0
4,2,0,0,0
0,0,0,0,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
95,17,15,90,190
95,17,15,90,190
91,16,15,90,190
91,17,9,27,19
65,9,6,9,0
65,9,6,9,0
69,11,9,27,19
106,21,15,72,95
104,21,21,135,266
100,19,18,117,247
106,21,15,72,95
102,19,12,54,76
86,15,9,27,19
100,19,18,117,247
56,6,6,9,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
13,5,3,0,0
11,3,0,0,0
11,3,0,0,0
13,5,3,0,0
8,3,3,0,0
11,3,3,0,0
8,1,0,0,0
15,6,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
63,15,12,54,76
58,13,12,54,76
62,14,12,54,76
57,13,12,54,76
61,14,12,54,76
56,13,12,54,76
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
8,3,3,0,0
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
10,4,3,0,0
7,2,0,0,0
9,4,3,0,0
9,3,3,0,0
24,6,3,0,0
24,6,3,0,0
33,12,12,27,19
31,10,9,27,19
31,10,9,27,19
31,10,9,27,19
31,10,9,27,19
29,9,9,27,19
8,4,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
19,5,3,0,0
18,4,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
10,1,0,0,0
6,0,0,0,0
0,0,0,0,0
16,6,6,9,0
31,0,0,0,0
1,0,0,0,0
7,2,0,0,0
10,5,3,0,0
9,4,3,0,0
8,3,3,0,0
9,4,3,0,0
7,2,0,0,0
19,0,0,0,0
39,7,6,0,0
26,4,3,0,0
34,3,0,0,0
36,5,3,0,0
34,4,3,0,0
34,4,3,0,0
25,3,3,0,0
31,6,6,9,0
5,0,0,0,0
46,4,3,0,0
7,3,3,0,0
44,2,0,0,0
46,4,3,0,0
31,11,6,9,0
26,7,6,9,0
26,7,6,9,0
10,3,0,0,0
40,3,3,0,0
17,7,3,0,0
41,3,3,0,0
6,3,0,0,0
6,3,0,0,0
6,3,0,0,0
6,3,0,0,0
13,0,0,0,0
12,1,0,0,0
22,7,6,9,0
22,7,6,9,0
24,9,9,9,0
20,6,6,9,0
22,7,6,9,0
22,7,6,9,0
36,3,3,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
4,1,0,0,0
21,0,0,0,0
31,6,6,9,0
31,6,6,9,0
31,6,6,9,0
49,12,12,54,76
49,12,12,54,76
49,12,12,54,76
49,12,12,54,76
49,12,12,54,76
49,12,12,54,76
49,12,12,54,76
49,12,12,54,76
49,12,12,54,76
49,12,12,54,76
3,0,0,0,0
0,0,0,0,0
11,2,0,0,0
42,4,3,0,0
13,4,3,0,0
10,3,3,0,0
10,3,3,0,0
10,3,3,0,0
39,3,3,0,0
10,3,3,0,0
0,0,0,0,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
6,1,0,0,0
0,0,0,0,0
9,3,3,0,0
9,3,3,0,0
9,3,3,0,0
9,3,3,0,0
2,1,0,0,0
2,1,0,0,0
19,7,3,0,0
28,0,0,0,0
100,18,18,135,380
97,18,18,135,380
100,18,18,135,380
96,18,18,135,380
100,18,18,135,380
87,18,18,135,380
90,18,18,135,380
86,18,18,135,380
90,18,18,135,380
87,18,18,135,380
83,18,18,135,380
87,18,18,135,380
86,18,18,135,380
90,18,18,135,380
86,18,18,135,380
18,4,3,0,0
17,3,3,0,0
11,4,3,0,0
9,2,0,0,0
13,3,3,0,0
13,3,3,0,0
10,3,3,0,0
7,3,3,0,0
20,1,0,0,0
28,1,0,0,0
19,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
1,0,0,0,0
7,3,3,0,0
0,0,0,0,0
2,1,0,0,0
2,1,0,0,0
45,3,3,0,0
11,5,3,0,0
9,3,0,0,0
38,3,3,0,0
0,0,0,0,0
13,1,0,0,0
13,1,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
1,0,0,0,0
1,0,0,0,0
30,9,9,27,19
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
184,21,9,27,19
184,21,9,27,19
120,12,9,27,19
120,12,9,27,19
238,34,30,405,2280
238,34,30,405,2280
233,33,30,405,2280
216,30,30,405,2280
221,30,30,405,2280
233,33,30,405,2280
222,31,30,405,2280
216,30,30,405,2280
221,30,30,405,2280
221,30,30,405,2280
260,42,42,522,2546
255,41,39,486,2470
238,34,30,405,2280
243,34,30,405,2280
255,40,39,504,2527
244,36,33,441,2394
238,34,30,405,2280
243,34,30,405,2280
196,26,18,99,152
196,26,18,99,152
243,34,30,405,2280
255,41,39,486,2470
238,34,30,405,2280
243,34,30,405,2280
255,40,39,504,2527
244,36,33,441,2394
238,34,30,405,2280
243,34,30,405,2280
196,26,18,99,152
196,26,18,99,152
243,34,30,405,2280
233,33,30,405,2280
238,33,30,405,2280
250,39,39,486,2470
239,35,33,441,2394
233,33,30,405,2280
238,33,30,405,2280
191,23,12,54,76
191,23,12,54,76
238,33,30,405,2280
221,30,30,405,2280
233,33,30,405,2280
222,31,30,405,2280
216,30,30,405,2280
221,30,30,405,2280
221,30,30,405,2280
238,33,30,405,2280
227,31,30,405,2280
221,30,30,405,2280
226,32,30,405,2280
226,32,30,405,2280
239,35,33,441,2394
233,33,30,405,2280
238,33,30,405,2280
191,24,15,81,133
191,24,15,81,133
238,33,30,405,2280
222,31,30,405,2280
227,31,30,405,2280
227,31,30,405,2280
221,30,30,405,2280
221,30,30,405,2280
226,32,30,405,2280
132,18,18,99,152
6,3,3,0,0
5,1,0,0,0
6,2,0,0,0
6,2,0,0,0
4,0,0,0,0
16,3,3,0,0
6,3,3,0,0
16,3,3,0,0
0,0,0,0,0
3,0,0,0,0
9,4,3,0,0
68,9,9,27,19
62,9,9,27,19
62,9,9,27,19
100,18,18,135,380
103,18,18,135,380
99,18,18,135,380
103,18,18,135,380
65,9,9,27,19
65,9,9,27,19
100,18,18,135,380
96,18,18,135,380
100,18,18,135,380
99,18,18,135,380
103,18,18,135,380
59,9,9,27,19
99,18,18,135,380
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
16,3,3,0,0
16,3,3,0,0
6,3,3,0,0
24,9,9,18,0
24,9,9,18,0
24,9,9,18,0
1,0,0,0,0
21,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
5,1,0,0,0
1,0,0,0,0
8,2,0,0,0
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
3,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
19,4,3,0,0
18,3,3,0,0
7,2,0,0,0
9,4,3,0,0
2,1,0,0,0
26,7,0,0,0
28,9,3,0,0
26,7,0,0,0
28,9,3,0,0
34,11,6,9,0
34,13,9,18,0
17,3,3,0,0
29,7,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
56,14,12,54,76
52,12,12,54,76
25,3,3,0,0
25,3,3,0,0
43,10,6,0,0
53,14,12,54,76
41,8,3,0,0
25,3,3,0,0
27,4,3,0,0
0,0,0,0,0
15,6,6,9,0
17,6,6,9,0
1,0,0,0,0
65,16,15,90,190
63,15,15,90,190
65,16,15,90,190
63,15,15,90,190
64,16,15,90,190
66,18,18,90,190
64,16,15,90,190
46,8,3,0,0
64,16,15,90,190
62,15,15,90,190
64,16,15,90,190
46,8,3,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
36,9,9,27,19
36,9,9,27,19
30,9,9,27,19
12,0,0,0,0
46,7,3,0,0
16,6,0,0,0
17,5,0,0,0
90,18,18,135,380
86,18,18,135,380
90,18,18,135,380
89,18,18,135,380
93,18,18,135,380
89,18,18,135,380
15,6,6,9,0
12,0,0,0,0
32,5,3,0,0
9,3,3,0,0
30,3,0,0,0
30,3,0,0,0
32,5,3,0,0
3,1,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
8,4,3,0,0
8,4,3,0,0
7,3,3,0,0
1,0,0,0,0
1,0,0,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
5,2,0,0,0
2,0,0,0,0
5,2,0,0,0
0,0,0,0,0
0,0,0,0,0
15,6,6,9,0
1,0,0,0,0
6,2,0,0,0
8,4,3,0,0
8,4,3,0,0
7,3,3,0,0
0,0,0,0,0
0,0,0,0,0
30,0,0,0,0
12,0,0,0,0
6,3,3,0,0
16,4,0,0,0
18,6,3,0,0
16,4,0,0,0
16,4,0,0,0
7,0,0,0,0
0,0,0,0,0
12,3,3,0,0
23,5,3,0,0
20,3,3,0,0
20,4,3,0,0
19,3,3,0,0
20,4,3,0,0
21,4,0,0,0
20,4,3,0,0
23,6,3,0,0
22,5,3,0,0
22,5,3,0,0
25,6,6,9,0
63,15,15,90,190
65,16,15,90,190
63,15,15,90,190
63,15,15,90,190
61,15,15,90,190
63,15,15,90,190
8,4,3,0,0
7,3,3,0,0
7,3,3,0,0
0,0,0,0,0
14,3,3,0,0
0,0,0,0,0
4,2,0,0,0
4,2,0,0,0
4,2,0,0,0
0,0,0,0,0
22,4,3,0,0
5,0,0,0,0
6,2,0,0,0
8,4,3,0,0
8,4,3,0,0
7,3,3,0,0
15,6,6,9,0
29,3,3,0,0
6,3,3,0,0
0,0,0,0,0
15,5,3,0,0
14,4,3,0,0
0,0,0,0,0
18,5,0,0,0
6,3,3,0,0
